Time,EventCode,EventType,Type,ComputerName,LogName,RecordNumber
"2017-01-07T03:53:41.000-0400",4739,0,Information,"BUSDEV-003",Security,118848771
"2017-01-07T04:49:37.000-0400",4718,0,Information,"BUSDEV-007",Security,767799938
"2017-01-07T04:49:38.000-0400",7036,4,Information,HOST0167,System,795365586
"2017-01-07T04:49:38.000-0400",26,4,Information,HOST0167,System,595495379
"2017-01-07T04:49:38.000-0400",29,1,Error,HOST0167,System,238380790
"2017-01-07T04:49:40.000-0400",4688,0,Information,"BUSDEV-006",Security,723439592
"2017-01-07T04:49:40.000-0400",4688,0,Information,"BUSDEV-006",Security,240851738
"2017-01-07T04:49:41.000-0400",35,4,Information,HOST0201,System,427053139
"2017-01-07T04:49:41.000-0400",7036,4,Information,HOST0167,System,551471175
"2017-01-07T04:49:41.000-0400",539,16,FailureAudit,"BUSDEV-008",Security,203784014
"2017-01-07T04:49:41.000-0400",40961,2,Warning,HOST0201,System,951971857
"2017-01-07T04:49:41.000-0400",4673,0,Information,"BUSDEV-003",Security,805090280
"2017-01-07T04:49:41.000-0400",29,1,Error,HOST0167,System,118891074
"2017-01-07T04:49:42.000-0400",17,1,Error,HOST0167,System,504199148
"2017-01-07T04:49:42.000-0400",540,8,SuccessAudit,"BUSDEV-004",Security,877397199
"2017-01-07T04:49:42.000-0400",644,8,SuccessAudit,"BUSDEV-001",Security,437153796
"2017-01-07T04:49:42.000-0400",29,1,Error,HOST0167,System,966198241
"2017-01-07T04:50:37.000-0400",35,4,Information,HOST0201,System,313025261
"2017-01-07T04:50:37.000-0400",4743,0,Information,"BUSDEV-004",Security,697867908
"2017-01-07T04:50:38.000-0400",529,16,FailureAudit,"BUSDEV-004",Security,115772943
"2017-01-07T04:50:39.000-0400",29,1,Error,HOST0167,System,915575528
"2017-01-07T04:50:39.000-0400",7036,4,Information,HOST0167,System,723777298
"2017-01-07T04:50:40.000-0400",35,4,Information,HOST0201,System,955997855
"2017-01-07T04:50:41.000-0400",40961,2,Warning,HOST0201,System,43168366
"2017-01-07T04:51:38.000-0400",17,1,Error,HOST0167,System,909857799
"2017-01-07T04:51:39.000-0400",537,16,FailureAudit,"BUSDEV-008",Security,444598194
"2017-01-07T04:51:39.000-0400",26,4,Information,HOST0167,System,485526374
"2017-01-07T04:51:39.000-0400",4743,0,Information,"BUSDEV-007",Security,15216412
"2017-01-07T04:51:40.000-0400",628,8,SuccessAudit,"BUSDEV-001",Security,494117147
"2017-01-07T04:51:41.000-0400",7036,4,Information,HOST0167,System,452998774
"2017-01-07T04:51:42.000-0400",539,16,FailureAudit,"BUSDEV-005",Security,404049357
"2017-01-07T04:51:42.000-0400",26,4,Information,HOST0167,System,2946280
"2017-01-07T04:52:37.000-0400",4726,0,Information,"BUSDEV-003",Security,780329768
"2017-01-07T04:52:37.000-0400",40961,2,Warning,HOST0201,System,255696515
"2017-01-07T04:52:37.000-0400",528,8,SuccessAudit,"BUSDEV-007",Security,637069374
"2017-01-07T04:52:37.000-0400",528,8,SuccessAudit,"BUSDEV-006",Security,470998623
"2017-01-07T04:52:37.000-0400",40961,2,Warning,HOST0201,System,971630504
"2017-01-07T04:52:37.000-0400",26,4,Information,HOST0167,System,284240616
"2017-01-07T04:52:37.000-0400",29,1,Error,HOST0167,System,308655201
"2017-01-07T04:52:38.000-0400",4688,0,Information,"BUSDEV-005",Security,384721031
"2017-01-07T04:52:38.000-0400",40961,2,Warning,HOST0201,System,477809979
"2017-01-07T04:52:38.000-0400",40961,2,Warning,HOST0201,System,936800555
"2017-01-07T04:52:39.000-0400",40961,2,Warning,HOST0201,System,991208713
"2017-01-07T04:52:40.000-0400",29,1,Error,HOST0167,System,75215038
"2017-01-07T04:52:40.000-0400",4743,0,Information,"BUSDEV-002",Security,55279810
"2017-01-07T04:52:40.000-0400",7036,4,Information,HOST0167,System,987762220
"2017-01-07T04:52:40.000-0400",4689,0,Information,"BUSDEV-008",Security,628143445
"2017-01-07T04:52:41.000-0400",35,4,Information,HOST0201,System,13551656
"2017-01-07T04:52:41.000-0400",26,4,Information,HOST0167,System,698414241
"2017-01-07T04:52:41.000-0400",17,1,Error,HOST0167,System,501818480
"2017-01-07T04:52:42.000-0400",552,8,SuccessAudit,"BUSDEV-006",Security,539301843
"2017-01-07T04:52:42.000-0400",29,1,Error,HOST0167,System,876625632
"2017-01-07T04:52:42.000-0400",40961,2,Warning,HOST0201,System,131100528
"2017-01-07T04:52:42.000-0400",17,1,Error,HOST0167,System,487079258
"2017-01-07T04:52:42.000-0400",552,8,SuccessAudit,"BUSDEV-007",Security,845738222
"2017-01-07T04:52:42.000-0400",35,4,Information,HOST0201,System,524846267
"2017-01-07T04:53:37.000-0400",17,1,Error,HOST0167,System,830783112
"2017-01-07T04:53:37.000-0400",17,1,Error,HOST0167,System,476411669
"2017-01-07T04:53:37.000-0400",26,4,Information,HOST0167,System,325499137
"2017-01-07T04:53:37.000-0400",26,4,Information,HOST0167,System,32314207
"2017-01-07T04:53:37.000-0400",40961,2,Warning,HOST0201,System,827449514
"2017-01-07T04:53:38.000-0400",552,8,SuccessAudit,"BUSDEV-008",Security,574432313
"2017-01-07T04:53:38.000-0400",17,1,Error,HOST0167,System,892863507
"2017-01-07T04:53:38.000-0400",35,4,Information,HOST0201,System,319637378
"2017-01-07T04:53:38.000-0400",35,4,Information,HOST0201,System,770960123
"2017-01-07T04:53:39.000-0400",29,1,Error,HOST0167,System,774861343
"2017-01-07T04:53:39.000-0400",35,4,Information,HOST0201,System,394026565
"2017-01-07T04:53:39.000-0400",552,8,SuccessAudit,"BUSDEV-008",Security,352469336
"2017-01-07T04:53:40.000-0400",624,8,SuccessAudit,"BUSDEV-008",Security,9701917
"2017-01-07T04:53:40.000-0400",26,4,Information,HOST0167,System,117185412
"2017-01-07T04:53:40.000-0400",17,1,Error,HOST0167,System,220317061
"2017-01-07T04:53:40.000-0400",35,4,Information,HOST0201,System,591374751
"2017-01-07T04:53:40.000-0400",29,1,Error,HOST0167,System,708633963
"2017-01-07T04:53:41.000-0400",540,8,SuccessAudit,"BUSDEV-002",Security,122010952
"2017-01-07T04:53:41.000-0400",35,4,Information,HOST0201,System,459043899
"2017-01-07T04:53:41.000-0400",4726,0,Information,"BUSDEV-005",Security,968372318
"2017-01-07T04:53:41.000-0400",7036,4,Information,HOST0167,System,797381898
"2017-01-07T04:53:41.000-0400",7036,4,Information,HOST0167,System,727991315
"2017-01-07T04:53:41.000-0400",7036,4,Information,HOST0167,System,229635402
"2017-01-07T04:53:42.000-0400",26,4,Information,HOST0167,System,801451798
"2017-01-07T05:49:37.000-0400",4688,0,Information,"BUSDEV-003",Security,877008510
"2017-01-07T05:49:37.000-0400",642,8,SuccessAudit,"BUSDEV-008",Security,399866141
"2017-01-07T05:49:37.000-0400",539,16,FailureAudit,"BUSDEV-008",Security,65779804
"2017-01-07T05:49:38.000-0400",628,8,SuccessAudit,"BUSDEV-001",Security,301920231
"2017-01-07T05:49:39.000-0400",19,4,Information,"BUSDEV-002",System,654791094
"2017-01-07T05:49:40.000-0400",7036,4,Information,HOST0167,System,954228848
"2017-01-07T05:49:40.000-0400",7036,4,Information,HOST0167,System,97794464
"2017-01-07T05:49:41.000-0400",26,4,Information,HOST0167,System,232061704
"2017-01-07T05:49:41.000-0400",35,4,Information,HOST0201,System,734580566
"2017-01-07T05:49:42.000-0400",17,1,Error,HOST0167,System,964162093
"2017-01-07T05:49:42.000-0400",29,1,Error,HOST0167,System,516868789
"2017-01-07T05:49:42.000-0400",29,1,Error,HOST0167,System,353707630
"2017-01-07T05:50:37.000-0400",4689,0,Information,"BUSDEV-001",Security,762496376
"2017-01-07T05:50:37.000-0400",17,1,Error,HOST0167,System,92004684
"2017-01-07T05:50:37.000-0400",17,1,Error,HOST0167,System,114362031
"2017-01-07T05:50:38.000-0400",40961,2,Warning,HOST0201,System,139040658
"2017-01-07T05:50:38.000-0400",4689,0,Information,"BUSDEV-006",Security,317444680
"2017-01-07T05:50:38.000-0400",40961,2,Warning,HOST0201,System,188649322
"2017-01-07T05:50:38.000-0400",29,1,Error,HOST0167,System,700248929
"2017-01-07T05:50:39.000-0400",26,4,Information,HOST0167,System,924998597
"2017-01-07T05:50:39.000-0400",29,1,Error,HOST0167,System,870067694
"2017-01-07T05:50:39.000-0400",540,8,SuccessAudit,"BUSDEV-006",Security,17566112
"2017-01-07T05:50:39.000-0400",4672,0,Information,"BUSDEV-008",Security,71240397
"2017-01-07T05:50:39.000-0400",26,4,Information,HOST0167,System,398348194
"2017-01-07T05:50:40.000-0400",40961,2,Warning,HOST0201,System,204086182
"2017-01-07T05:50:40.000-0400",7036,4,Information,HOST0167,System,502406976
"2017-01-07T05:50:40.000-0400",26,4,Information,HOST0167,System,50565881
"2017-01-07T05:50:41.000-0400",540,8,SuccessAudit,"BUSDEV-006",Security,130900750
"2017-01-07T05:50:41.000-0400",26,4,Information,HOST0167,System,524436659
"2017-01-07T05:50:41.000-0400",40961,2,Warning,HOST0201,System,586204936
"2017-01-07T05:50:41.000-0400",4688,0,Information,"BUSDEV-002",Security,50929180
"2017-01-07T05:50:42.000-0400",1102,4,Information,"BUSDEV-002",Security,690435502
"2017-01-07T05:50:42.000-0400",540,8,SuccessAudit,"BUSDEV-008",Security,466451684
"2017-01-07T05:51:37.000-0400",29,1,Error,HOST0167,System,223776866
"2017-01-07T05:51:37.000-0400",29,1,Error,HOST0167,System,171427114
"2017-01-07T05:51:37.000-0400",26,4,Information,HOST0167,System,542062941
"2017-01-07T05:51:37.000-0400",35,4,Information,HOST0201,System,43482071
"2017-01-07T05:51:38.000-0400",4718,0,Information,"BUSDEV-008",Security,625497679
"2017-01-07T05:51:38.000-0400",29,1,Error,HOST0167,System,864191072
"2017-01-07T05:51:38.000-0400",17,1,Error,HOST0167,System,271074815
"2017-01-07T05:51:39.000-0400",7036,4,Information,HOST0167,System,630995082
"2017-01-07T05:51:39.000-0400",26,4,Information,HOST0167,System,653228590
"2017-01-07T05:51:39.000-0400",35,4,Information,HOST0201,System,977443769
"2017-01-07T05:51:40.000-0400",644,8,SuccessAudit,"BUSDEV-003",Security,684823925
"2017-01-07T05:51:40.000-0400",40961,2,Warning,HOST0201,System,145386363
"2017-01-07T05:51:41.000-0400",40961,2,Warning,HOST0201,System,114618330
"2017-01-07T05:51:41.000-0400",35,4,Information,HOST0201,System,803148727
"2017-01-07T05:51:42.000-0400",7036,4,Information,HOST0167,System,391028777
"2017-01-07T05:52:37.000-0400",529,16,FailureAudit,"BUSDEV-006",Security,467175388
"2017-01-07T05:52:37.000-0400",628,8,SuccessAudit,"BUSDEV-001",Security,771412834
"2017-01-07T05:52:38.000-0400",4717,0,Information,"BUSDEV-008",Security,631823370
"2017-01-07T05:52:38.000-0400",17,1,Error,HOST0167,System,361514684
"2017-01-07T05:52:38.000-0400",7036,4,Information,HOST0167,System,58347283
"2017-01-07T05:52:38.000-0400",624,8,SuccessAudit,"BUSDEV-002",Security,359418688
"2017-01-07T05:52:39.000-0400",29,1,Error,HOST0167,System,240453019
"2017-01-07T05:52:39.000-0400",17,1,Error,HOST0167,System,798616717
"2017-01-07T05:52:39.000-0400",17,1,Error,HOST0167,System,972662010
"2017-01-07T05:52:40.000-0400",40961,2,Warning,HOST0201,System,85663802
"2017-01-07T05:52:41.000-0400",29,1,Error,HOST0167,System,523932010
"2017-01-07T05:52:41.000-0400",35,4,Information,HOST0201,System,590612023
"2017-01-07T05:52:41.000-0400",4743,0,Information,"BUSDEV-002",Security,53125800
"2017-01-07T05:52:42.000-0400",35,4,Information,HOST0201,System,104477563
"2017-01-07T05:52:42.000-0400",552,8,SuccessAudit,"BUSDEV-005",Security,439433414
"2017-01-07T05:52:42.000-0400",40961,2,Warning,HOST0201,System,218143597
"2017-01-07T05:52:42.000-0400",17,1,Error,HOST0167,System,548908577
"2017-01-07T05:53:37.000-0400",528,8,SuccessAudit,"BUSDEV-005",Security,347740287
"2017-01-07T05:53:37.000-0400",644,8,SuccessAudit,"BUSDEV-007",Security,903112050
"2017-01-07T05:53:37.000-0400",7036,4,Information,HOST0167,System,788717434
"2017-01-07T05:53:37.000-0400",4739,0,Information,"BUSDEV-006",Security,80482862
"2017-01-07T05:53:38.000-0400",35,4,Information,HOST0201,System,361032000
"2017-01-07T05:53:39.000-0400",4718,0,Information,"BUSDEV-001",Security,958624025
"2017-01-07T05:53:39.000-0400",35,4,Information,HOST0201,System,510048921
"2017-01-07T05:53:39.000-0400",4717,0,Information,"BUSDEV-007",Security,501947049
"2017-01-07T05:53:40.000-0400",17,1,Error,HOST0167,System,905760203
"2017-01-07T05:53:40.000-0400",35,4,Information,HOST0201,System,205272221
"2017-01-07T05:53:40.000-0400",644,8,SuccessAudit,"BUSDEV-004",Security,419545011
"2017-01-07T05:53:41.000-0400",7036,4,Information,HOST0167,System,629883300
"2017-01-07T05:53:41.000-0400",17,1,Error,HOST0167,System,938642893
"2017-01-07T05:53:41.000-0400",537,16,FailureAudit,"BUSDEV-002",Security,709064170
"2017-01-07T05:53:41.000-0400",26,4,Information,HOST0167,System,741083799
"2017-01-07T05:53:42.000-0400",7036,4,Information,HOST0167,System,765869816
"2017-01-07T05:53:42.000-0400",35,4,Information,HOST0201,System,666427599
"2017-01-07T06:49:37.000-0400",537,16,FailureAudit,"BUSDEV-006",Security,595380463
"2017-01-07T06:49:37.000-0400",35,4,Information,HOST0201,System,208790961
"2017-01-07T06:49:38.000-0400",17,1,Error,HOST0167,System,48743914
"2017-01-07T06:49:38.000-0400",40961,2,Warning,HOST0201,System,768765592
"2017-01-07T06:49:38.000-0400",40961,2,Warning,HOST0201,System,538138648
"2017-01-07T06:49:39.000-0400",40961,2,Warning,HOST0201,System,71235002
"2017-01-07T06:49:39.000-0400",539,16,FailureAudit,"BUSDEV-005",Security,725942615
"2017-01-07T06:49:40.000-0400",35,4,Information,HOST0201,System,206314566
"2017-01-07T06:49:40.000-0400",624,8,SuccessAudit,"BUSDEV-004",Security,177645140
"2017-01-07T06:49:41.000-0400",642,8,SuccessAudit,"BUSDEV-002",Security,486899630
"2017-01-07T06:49:41.000-0400",40961,2,Warning,HOST0201,System,314832296
"2017-01-07T06:49:41.000-0400",40961,2,Warning,HOST0201,System,946410601
"2017-01-07T06:49:41.000-0400",642,8,SuccessAudit,"BUSDEV-004",Security,589322664
"2017-01-07T06:49:42.000-0400",40961,2,Warning,HOST0201,System,917765305
"2017-01-07T06:49:42.000-0400",35,4,Information,HOST0201,System,180111898
"2017-01-07T06:50:37.000-0400",540,8,SuccessAudit,"BUSDEV-004",Security,980882840
"2017-01-07T06:50:37.000-0400",35,4,Information,HOST0201,System,573604171
"2017-01-07T06:50:37.000-0400",540,8,SuccessAudit,"BUSDEV-005",Security,62453009
"2017-01-07T06:50:38.000-0400",7036,4,Information,HOST0167,System,407084880
"2017-01-07T06:50:39.000-0400",4672,0,Information,"BUSDEV-002",Security,598378241
"2017-01-07T06:50:39.000-0400",26,4,Information,HOST0167,System,227840110
"2017-01-07T06:50:39.000-0400",7036,4,Information,HOST0167,System,812037565
"2017-01-07T06:50:40.000-0400",29,1,Error,HOST0167,System,266631394
"2017-01-07T06:50:40.000-0400",7036,4,Information,HOST0167,System,772518564
"2017-01-07T06:50:42.000-0400",40961,2,Warning,HOST0201,System,672893813
"2017-01-07T06:51:37.000-0400",644,8,SuccessAudit,"BUSDEV-003",Security,387403091
"2017-01-07T06:51:37.000-0400",17,1,Error,HOST0167,System,553097052
"2017-01-07T06:51:37.000-0400",540,8,SuccessAudit,"BUSDEV-004",Security,58620784
"2017-01-07T06:51:37.000-0400",4739,0,Information,"BUSDEV-008",Security,766010204
"2017-01-07T06:51:37.000-0400",29,1,Error,HOST0167,System,293026135
"2017-01-07T06:51:38.000-0400",4672,0,Information,"BUSDEV-008",Security,57967912
"2017-01-07T06:51:39.000-0400",4717,0,Information,"BUSDEV-002",Security,441095861
"2017-01-07T06:51:39.000-0400",29,1,Error,HOST0167,System,893652964
"2017-01-07T06:51:39.000-0400",26,4,Information,HOST0167,System,325265271
"2017-01-07T06:51:40.000-0400",7036,4,Information,HOST0167,System,27636735
"2017-01-07T06:51:41.000-0400",29,1,Error,HOST0167,System,260363638
"2017-01-07T06:51:41.000-0400",4673,0,Information,"BUSDEV-001",Security,358693669
"2017-01-07T06:51:41.000-0400",29,1,Error,HOST0167,System,846764855
"2017-01-07T06:51:41.000-0400",35,4,Information,HOST0201,System,266380122
"2017-01-07T06:51:41.000-0400",26,4,Information,HOST0167,System,176405498
"2017-01-07T06:51:42.000-0400",35,4,Information,HOST0201,System,388301093
"2017-01-07T06:51:42.000-0400",644,8,SuccessAudit,"BUSDEV-006",Security,572911747
"2017-01-07T06:51:42.000-0400",17,1,Error,HOST0167,System,903756949
"2017-01-07T06:51:42.000-0400",17,1,Error,HOST0167,System,105420165
"2017-01-07T06:52:37.000-0400",35,4,Information,HOST0201,System,702845540
"2017-01-07T06:52:37.000-0400",40961,2,Warning,HOST0201,System,576885832
"2017-01-07T06:52:37.000-0400",35,4,Information,HOST0201,System,479069376
"2017-01-07T06:52:37.000-0400",7036,4,Information,HOST0167,System,108127495
"2017-01-07T06:52:37.000-0400",4673,0,Information,"BUSDEV-007",Security,981951151
"2017-01-07T06:52:37.000-0400",26,4,Information,HOST0167,System,879936831
"2017-01-07T06:52:37.000-0400",7036,4,Information,HOST0167,System,637712170
"2017-01-07T06:52:38.000-0400",26,4,Information,HOST0167,System,752237345
"2017-01-07T06:52:38.000-0400",40961,2,Warning,HOST0201,System,662320295
"2017-01-07T06:52:38.000-0400",26,4,Information,HOST0167,System,97335207
"2017-01-07T06:52:38.000-0400",29,1,Error,HOST0167,System,566925211
"2017-01-07T06:52:39.000-0400",29,1,Error,HOST0167,System,207326761
"2017-01-07T06:52:40.000-0400",35,4,Information,HOST0201,System,41567067
"2017-01-07T06:52:40.000-0400",644,8,SuccessAudit,"BUSDEV-005",Security,510714554
"2017-01-07T06:52:40.000-0400",17,1,Error,HOST0167,System,776175452
"2017-01-07T06:52:41.000-0400",26,4,Information,HOST0167,System,922916216
"2017-01-07T06:52:41.000-0400",17,1,Error,HOST0167,System,304633263
"2017-01-07T06:52:42.000-0400",7036,4,Information,HOST0167,System,732155263
"2017-01-07T06:52:42.000-0400",29,1,Error,HOST0167,System,525103738
"2017-01-07T06:52:42.000-0400",4726,0,Information,"BUSDEV-005",Security,169328938
"2017-01-07T06:52:42.000-0400",7036,4,Information,HOST0167,System,55089821
"2017-01-07T06:52:42.000-0400",7036,4,Information,HOST0167,System,616189221
"2017-01-07T06:53:37.000-0400",29,1,Error,HOST0167,System,693898005
"2017-01-07T06:53:37.000-0400",17,1,Error,HOST0167,System,517002574
"2017-01-07T06:53:37.000-0400",4688,0,Information,"BUSDEV-001",Security,103180079
"2017-01-07T06:53:37.000-0400",35,4,Information,HOST0201,System,776744217
"2017-01-07T06:53:38.000-0400",29,1,Error,HOST0167,System,71829462
"2017-01-07T06:53:38.000-0400",539,16,FailureAudit,"BUSDEV-001",Security,889960513
"2017-01-07T06:53:39.000-0400",17,1,Error,HOST0167,System,650810868
"2017-01-07T06:53:39.000-0400",7036,4,Information,HOST0167,System,628854684
"2017-01-07T06:53:39.000-0400",40961,2,Warning,HOST0201,System,81437572
"2017-01-07T06:53:40.000-0400",26,4,Information,HOST0167,System,206813865
"2017-01-07T06:53:40.000-0400",17,1,Error,HOST0167,System,303467990
"2017-01-07T06:53:41.000-0400",540,8,SuccessAudit,"BUSDEV-003",Security,427449405
"2017-01-07T06:53:41.000-0400",4673,0,Information,"BUSDEV-006",Security,213612828
"2017-01-07T06:53:42.000-0400",26,4,Information,HOST0167,System,388231816
"2017-01-07T06:53:42.000-0400",528,8,SuccessAudit,"BUSDEV-005",Security,425253433
"2017-01-07T07:49:37.000-0400",4726,0,Information,"BUSDEV-006",Security,446166246
"2017-01-07T07:49:38.000-0400",35,4,Information,HOST0201,System,864816165
"2017-01-07T07:49:39.000-0400",4739,0,Information,"BUSDEV-005",Security,676594345
"2017-01-07T07:49:40.000-0400",29,1,Error,HOST0167,System,526811803
"2017-01-07T07:49:40.000-0400",537,16,FailureAudit,"BUSDEV-003",Security,763641174
"2017-01-07T07:49:40.000-0400",17,1,Error,HOST0167,System,867023738
"2017-01-07T07:49:41.000-0400",17,1,Error,HOST0167,System,69733129
"2017-01-07T07:49:42.000-0400",40961,2,Warning,HOST0201,System,472345573
"2017-01-07T07:49:42.000-0400",4743,0,Information,"BUSDEV-005",Security,635608998
"2017-01-07T07:49:42.000-0400",35,4,Information,HOST0201,System,317475516
"2017-01-07T07:49:42.000-0400",40961,2,Warning,HOST0201,System,669656202
"2017-01-07T07:50:37.000-0400",4717,0,Information,"BUSDEV-005",Security,417684809
"2017-01-07T07:50:37.000-0400",40961,2,Warning,HOST0201,System,852695878
"2017-01-07T07:50:38.000-0400",35,4,Information,HOST0201,System,343852267
"2017-01-07T07:50:38.000-0400",4717,0,Information,"BUSDEV-001",Security,262260524
"2017-01-07T07:50:38.000-0400",29,1,Error,HOST0167,System,489679863
"2017-01-07T07:50:39.000-0400",4743,0,Information,"BUSDEV-007",Security,990191849
"2017-01-07T07:50:40.000-0400",40961,2,Warning,HOST0201,System,124160239
"2017-01-07T07:50:40.000-0400",40961,2,Warning,HOST0201,System,998869389
"2017-01-07T07:50:40.000-0400",552,8,SuccessAudit,"BUSDEV-005",Security,83218757
"2017-01-07T07:50:40.000-0400",29,1,Error,HOST0167,System,854768053
"2017-01-07T07:50:41.000-0400",35,4,Information,HOST0201,System,478403529
"2017-01-07T07:50:41.000-0400",4672,0,Information,"BUSDEV-007",Security,786510587
"2017-01-07T07:50:41.000-0400",4689,0,Information,"BUSDEV-004",Security,320237954
"2017-01-07T07:50:42.000-0400",35,4,Information,HOST0201,System,636417998
"2017-01-07T07:50:42.000-0400",26,4,Information,HOST0167,System,357269415
"2017-01-07T07:50:42.000-0400",4688,0,Information,"BUSDEV-005",Security,297180553
"2017-01-07T07:50:42.000-0400",35,4,Information,HOST0201,System,845567692
"2017-01-07T07:50:42.000-0400",26,4,Information,HOST0167,System,831801236
"2017-01-07T07:50:42.000-0400",40961,2,Warning,HOST0201,System,121794244
"2017-01-07T07:51:37.000-0400",17,1,Error,HOST0167,System,241289038
"2017-01-07T07:51:37.000-0400",29,1,Error,HOST0167,System,837477433
"2017-01-07T07:51:37.000-0400",552,8,SuccessAudit,"BUSDEV-003",Security,864427201
"2017-01-07T07:51:37.000-0400",40961,2,Warning,HOST0201,System,657529034
"2017-01-07T07:51:39.000-0400",35,4,Information,HOST0201,System,942747700
"2017-01-07T07:51:39.000-0400",19,4,Information,"BUSDEV-001",System,265176678
"2017-01-07T07:51:39.000-0400",7036,4,Information,HOST0167,System,369889476
"2017-01-07T07:51:39.000-0400",7036,4,Information,HOST0167,System,132701788
"2017-01-07T07:51:39.000-0400",29,1,Error,HOST0167,System,659452353
"2017-01-07T07:51:40.000-0400",4673,0,Information,"BUSDEV-001",Security,591121301
"2017-01-07T07:51:42.000-0400",26,4,Information,HOST0167,System,902058331
"2017-01-07T07:51:42.000-0400",540,8,SuccessAudit,"BUSDEV-005",Security,427190975
"2017-01-07T07:51:42.000-0400",17,1,Error,HOST0167,System,367104699
"2017-01-07T07:52:37.000-0400",4673,0,Information,"BUSDEV-005",Security,635250642
"2017-01-07T07:52:37.000-0400",40961,2,Warning,HOST0201,System,787148625
"2017-01-07T07:52:38.000-0400",29,1,Error,HOST0167,System,235267213
"2017-01-07T07:52:39.000-0400",4717,0,Information,"BUSDEV-006",Security,8296607
"2017-01-07T07:52:39.000-0400",7036,4,Information,HOST0167,System,152347412
"2017-01-07T07:52:39.000-0400",7036,4,Information,HOST0167,System,363682294
"2017-01-07T07:52:39.000-0400",17,1,Error,HOST0167,System,834097046
"2017-01-07T07:52:39.000-0400",644,8,SuccessAudit,"BUSDEV-003",Security,393994373
"2017-01-07T07:52:40.000-0400",4717,0,Information,"BUSDEV-007",Security,87541335
"2017-01-07T07:52:40.000-0400",35,4,Information,HOST0201,System,859182079
"2017-01-07T07:52:40.000-0400",540,8,SuccessAudit,"BUSDEV-003",Security,835626661
"2017-01-07T07:52:40.000-0400",26,4,Information,HOST0167,System,602914838
"2017-01-07T07:52:42.000-0400",26,4,Information,HOST0167,System,73552824
"2017-01-07T07:52:42.000-0400",26,4,Information,HOST0167,System,248344654
"2017-01-07T07:52:42.000-0400",29,1,Error,HOST0167,System,90874139
"2017-01-07T07:52:42.000-0400",7036,4,Information,HOST0167,System,107740885
"2017-01-07T07:53:37.000-0400",17,1,Error,HOST0167,System,928219682
"2017-01-07T07:53:37.000-0400",624,8,SuccessAudit,"BUSDEV-002",Security,526708583
"2017-01-07T07:53:37.000-0400",17,1,Error,HOST0167,System,457472732
"2017-01-07T07:53:37.000-0400",7036,4,Information,HOST0167,System,626843561
"2017-01-07T07:53:37.000-0400",4689,0,Information,"BUSDEV-001",Security,620146759
"2017-01-07T07:53:37.000-0400",4739,0,Information,"BUSDEV-005",Security,451339993
"2017-01-07T07:53:38.000-0400",7036,4,Information,HOST0167,System,873701962
"2017-01-07T07:53:38.000-0400",528,8,SuccessAudit,"BUSDEV-001",Security,734245593
"2017-01-07T07:53:38.000-0400",624,8,SuccessAudit,"BUSDEV-008",Security,64084985
"2017-01-07T07:53:38.000-0400",4673,0,Information,"BUSDEV-006",Security,168474341
"2017-01-07T07:53:39.000-0400",29,1,Error,HOST0167,System,910390651
"2017-01-07T07:53:39.000-0400",7036,4,Information,HOST0167,System,509974094
"2017-01-07T07:53:39.000-0400",17,1,Error,HOST0167,System,900280001
"2017-01-07T07:53:40.000-0400",26,4,Information,HOST0167,System,930733913
"2017-01-07T07:53:41.000-0400",17,1,Error,HOST0167,System,310621023
"2017-01-07T07:53:41.000-0400",26,4,Information,HOST0167,System,694871186
"2017-01-07T07:53:41.000-0400",40961,2,Warning,HOST0201,System,532330908
"2017-01-07T07:53:42.000-0400",7036,4,Information,HOST0167,System,301707694
"2017-01-07T07:54:37.000-0400",26,4,Information,HOST0167,System,976652116
"2017-01-07T08:49:38.000-0400",4743,0,Information,"BUSDEV-004",Security,200799834
"2017-01-07T08:49:39.000-0400",4688,0,Information,"BUSDEV-007",Security,860330652
"2017-01-07T08:49:39.000-0400",40961,2,Warning,HOST0201,System,330768581
"2017-01-07T08:49:40.000-0400",17,1,Error,HOST0167,System,678740952
"2017-01-07T08:49:40.000-0400",4717,0,Information,"BUSDEV-007",Security,200872081
"2017-01-07T08:49:40.000-0400",624,8,SuccessAudit,"BUSDEV-008",Security,197860361
"2017-01-07T08:49:40.000-0400",26,4,Information,HOST0167,System,428533054
"2017-01-07T08:49:40.000-0400",4743,0,Information,"BUSDEV-005",Security,412156221
"2017-01-07T08:49:40.000-0400",29,1,Error,HOST0167,System,289067980
"2017-01-07T08:49:42.000-0400",540,8,SuccessAudit,"BUSDEV-008",Security,421101229
"2017-01-07T08:50:37.000-0400",17,1,Error,HOST0167,System,841229518
"2017-01-07T08:50:37.000-0400",29,1,Error,HOST0167,System,264617238
"2017-01-07T08:50:38.000-0400",29,1,Error,HOST0167,System,239474522
"2017-01-07T08:50:38.000-0400",40961,2,Warning,HOST0201,System,921955348
"2017-01-07T08:50:38.000-0400",528,8,SuccessAudit,"BUSDEV-004",Security,430508378
"2017-01-07T08:50:38.000-0400",35,4,Information,HOST0201,System,218034194
"2017-01-07T08:50:39.000-0400",35,4,Information,HOST0201,System,930537911
"2017-01-07T08:50:39.000-0400",4739,0,Information,"BUSDEV-008",Security,892605150
"2017-01-07T08:50:40.000-0400",4689,0,Information,"BUSDEV-003",Security,564802923
"2017-01-07T08:50:40.000-0400",7036,4,Information,HOST0167,System,491765269
