Dec 12 2016 11:49:51 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fbryan, IP = 10.3.10.48, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 17:5:40 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pleuchs, IP = 10.1.10.156, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 17:30:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rroberts, IP = 10.1.10.35, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 17:36:53 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cfarrell, IP = 10.1.10.107, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 17:50:41 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fyards, IP = 10.1.10.107, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 17:55:31 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gvoronoff, IP = 10.1.10.163, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 19:45:03 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = emaxwell, IP = 10.3.10.46, Session disconnected. Session type = SSL, Duration = 8h:44m:13s, Bytes xmt: 10151577, Bytes rcv: 598439, Reason: Connection Lost
Dec 22 2016 20:25:15 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fbryan, IP = 10.3.10.48, Session disconnected. Session type = IPsec, Duration = 9h:13m:25s, Bytes xmt: 21684493, Bytes rcv: 809434, Reason: Connection Lost
Dec 22 2016 19:42:35 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.222, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 22 2016 21:58:58 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = apucci, IP = 10.3.10.53, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:51m:8s, Bytes xmt: 4993263, Bytes rcv: 176348, Reason: Connection Lost
Dec 22 2016 22:21:36 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = lsagers, IP = 10.2.10.45, Session disconnected. Session type = IKE, Duration = 8h:29m:46s, Bytes xmt: 5086426, Bytes rcv: 471472, Reason: Connection Lost
Dec 22 2016 22:51:51 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ewarwick, IP = 10.1.10.69, Session disconnected. Session type = IKE, Duration = 8h:50m:1s, Bytes xmt: 999628, Bytes rcv: 101190, Reason: Connection Lost
Dec 22 2016 23:06:50 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = arangel, IP = 10.1.10.15, Session disconnected. Session type = IKE, Duration = 8h:53m:0s, Bytes xmt: 2438599, Bytes rcv: 34356, Reason: Connection Lost
Dec 23 2016 01:48:45 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = spahkthecah, IP = 10.1.10.230, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:39m:55s, Bytes xmt: 12739965, Bytes rcv: 431990, Reason: Connection Lost
Dec 23 2016 01:31:51 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = syoungin, IP = 10.1.10.241, Session disconnected. Session type = IKE, Duration = 9h:16m:1s, Bytes xmt: 23329273, Bytes rcv: 4215618, Reason: Connection Lost
Dec 23 2016 00:49:50 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session disconnected. Session type = IPsec, Duration = 8h:22m:0s, Bytes xmt: 21083776, Bytes rcv: 2840555, Reason: Connection Lost
Dec 23 2016 02:13:19 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gzuyeva, IP = 10.2.10.69, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:26m:29s, Bytes xmt: 12568866, Bytes rcv: 2309933, Reason: Connection Lost
Dec 23 2016 02:05:26 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = hsham, IP = 10.1.10.231, Session disconnected. Session type = SSL, Duration = 9h:6m:36s, Bytes xmt: 9585427, Bytes rcv: 910362, Reason: Connection Lost
Dec 23 2016 01:11:03 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pleuchs, IP = 10.1.10.156, Session disconnected. Session type = IKE, Duration = 8h:5m:13s, Bytes xmt: 557140, Bytes rcv: 2790, Reason: Connection Lost
Dec 23 2016 02:36:53 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rroberts, IP = 10.1.10.35, Session disconnected. Session type = IKE, Duration = 9h:6m:3s, Bytes xmt: 6577450, Bytes rcv: 332382, Reason: Connection Lost
Dec 23 2016 02:10:08 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cfarrell, IP = 10.1.10.107, Session disconnected. Session type = SSL, Duration = 8h:33m:18s, Bytes xmt: 17565000, Bytes rcv: 38929, Reason: Connection Lost
Dec 23 2016 03:08:23 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fyards, IP = 10.1.10.107, Session disconnected. Session type = IPsec, Duration = 9h:17m:33s, Bytes xmt: 23312177, Bytes rcv: 994337, Reason: Connection Lost
Dec 23 2016 02:56:41 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gvoronoff, IP = 10.1.10.163, Session disconnected. Session type = IKE, Duration = 9h:0m:51s, Bytes xmt: 12696345, Bytes rcv: 1761654, Reason: Connection Lost
Dec 23 2016 05:12:37 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = adombrowski, IP = 10.1.10.222, Session disconnected. Session type = SSL, Duration = 9h:29m:47s, Bytes xmt: 18290983, Bytes rcv: 865238, Reason: Connection Lost
Dec 23 2016 9:16:24 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gbowser, IP = 10.3.10.22, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 11:15:54 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bgenin, IP = 10.3.10.9, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 11:30:16 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tzielinski, IP = 10.3.10.51, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 14:9:28 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = acurry, IP = 10.1.10.246, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 14:14:31 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rerde, IP = 10.2.10.99, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 16:10:24 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = podessa, IP = 10.1.10.98, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 16:19:27 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = moh, IP = 10.1.10.211, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 16:42:34 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = msluis, IP = 10.1.10.98, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 17:26:23 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gbowser, IP = 10.3.10.22, Session disconnected. Session type = IKE, Duration = 8h:9m:33s, Bytes xmt: 5934547, Bytes rcv: 869558, Reason: Connection Lost
Dec 23 2016 17:40:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cganttchart, IP = 10.1.10.31, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 17:46:55 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bsimmel, IP = 10.1.10.80, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 19:1:20 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpeha, IP = 10.1.10.75, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 19:51:43 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bgenin, IP = 10.3.10.9, Session disconnected. Session type = SSL, Duration = 8h:35m:53s, Bytes xmt: 3518203, Bytes rcv: 435065, Reason: Connection Lost
Dec 23 2016 19:27:58 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 23 2016 19:55:05 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tzielinski, IP = 10.3.10.51, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:24m:15s, Bytes xmt: 21647973, Bytes rcv: 2806569, Reason: Connection Lost
Dec 23 2016 22:38:59 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rerde, IP = 10.2.10.99, Session disconnected. Session type = IPsec, Duration = 8h:24m:9s, Bytes xmt: 2744449, Bytes rcv: 420247, Reason: Connection Lost
Dec 24 2016 00:19:36 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = podessa, IP = 10.1.10.98, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:8m:46s, Bytes xmt: 19630398, Bytes rcv: 2885307, Reason: Connection Lost
Dec 24 2016 01:42:01 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = moh, IP = 10.1.10.211, Session disconnected. Session type = IPsec, Duration = 9h:22m:11s, Bytes xmt: 10202629, Bytes rcv: 1619079, Reason: Connection Lost
Dec 24 2016 01:23:09 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = msluis, IP = 10.1.10.98, Session disconnected. Session type = IKE, Duration = 8h:40m:19s, Bytes xmt: 13436049, Bytes rcv: 548201, Reason: Connection Lost
Dec 24 2016 02:40:30 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cganttchart, IP = 10.1.10.31, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:59m:40s, Bytes xmt: 17290751, Bytes rcv: 385903, Reason: Connection Lost
Dec 24 2016 01:54:14 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bsimmel, IP = 10.1.10.80, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:7m:24s, Bytes xmt: 16873144, Bytes rcv: 2080226, Reason: Connection Lost
Dec 24 2016 04:14:06 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kpeha, IP = 10.1.10.75, Session disconnected. Session type = IKE, Duration = 9h:12m:16s, Bytes xmt: 20676351, Bytes rcv: 2965753, Reason: Connection Lost
Dec 24 2016 05:26:41 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session disconnected. Session type = IPsec, Duration = 9h:58m:51s, Bytes xmt: 10501026, Bytes rcv: 1937647, Reason: Connection Lost
Dec 24 2016 09:54:47 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = acurry, IP = 10.1.10.246, Session disconnected. Session type = TPsecOverNatT, Duration = 19h:44m:57s, Bytes xmt: 17905172, Bytes rcv: 171736, Reason: Connection Lost
Dec 26 2016 8:43:7 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cquinn, IP = 10.3.10.28, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 8:53:51 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jreistad, IP = 10.3.10.27, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 8:56:29 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cmunson, IP = 10.3.10.45, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 9:36:24 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gbowser, IP = 10.3.10.22, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 9:49:34 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 11:27:46 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bgenin, IP = 10.3.10.9, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 13:11:25 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ewarwick, IP = 10.1.10.69, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 13:36:44 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dpiazza, IP = 10.2.10.38, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 14:28:18 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myuan, IP = 10.1.10.238, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 14:47:55 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myavatkar, IP = 10.1.10.140, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 16:36:1 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = podessa, IP = 10.1.10.98, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 16:44:53 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bsimmel, IP = 10.1.10.80, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 18:21:17 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cquinn, IP = 10.3.10.28, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:37m:27s, Bytes xmt: 13860715, Bytes rcv: 1479483, Reason: Connection Lost
Dec 26 2016 17:28:21 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jreistad, IP = 10.3.10.27, Session disconnected. Session type = SSL, Duration = 8h:34m:31s, Bytes xmt: 1710357, Bytes rcv: 51249, Reason: Connection Lost
Dec 26 2016 17:41:41 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cmunson, IP = 10.3.10.45, Session disconnected. Session type = IPsec, Duration = 8h:44m:51s, Bytes xmt: 23456698, Bytes rcv: 4091133, Reason: Connection Lost
Dec 26 2016 17:25:43 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = madeyemi, IP = 10.3.10.33, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 17:28:56 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = moh, IP = 10.1.10.211, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 26 2016 17:51:54 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = gbowser, IP = 10.3.10.22, Session disconnected. Session type = IKE, Duration = 8h:15m:4s, Bytes xmt: 15807964, Bytes rcv: 2086661, Reason: Connection Lost
Dec 26 2016 19:06:25 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dhale, IP = 10.3.10.241, Session disconnected. Session type = SSL, Duration = 9h:16m:35s, Bytes xmt: 7773069, Bytes rcv: 638111, Reason: Connection Lost
Dec 26 2016 21:00:08 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bgenin, IP = 10.3.10.9, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:32m:18s, Bytes xmt: 2888032, Bytes rcv: 463304, Reason: Connection Lost
Dec 26 2016 21:37:11 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ewarwick, IP = 10.1.10.69, Session disconnected. Session type = IKE, Duration = 8h:25m:21s, Bytes xmt: 17677438, Bytes rcv: 1252452, Reason: Connection Lost
Dec 26 2016 22:25:52 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = dpiazza, IP = 10.2.10.38, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:49m:2s, Bytes xmt: 21629545, Bytes rcv: 3912170, Reason: Connection Lost
Dec 26 2016 23:58:01 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myuan, IP = 10.1.10.238, Session disconnected. Session type = TPsecOverNatT, Duration = 9h:29m:11s, Bytes xmt: 13981568, Bytes rcv: 2189455, Reason: Connection Lost
Dec 26 2016 23:25:57 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = myavatkar, IP = 10.1.10.140, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:38m:7s, Bytes xmt: 7403980, Bytes rcv: 886248, Reason: Connection Lost
Dec 27 2016 01:13:44 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = podessa, IP = 10.1.10.98, Session disconnected. Session type = IPsec, Duration = 8h:36m:54s, Bytes xmt: 9476298, Bytes rcv: 144526, Reason: Connection Lost
Dec 27 2016 02:27:59 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = bsimmel, IP = 10.1.10.80, Session disconnected. Session type = IPsec, Duration = 9h:43m:9s, Bytes xmt: 5186793, Bytes rcv: 769360, Reason: Connection Lost
Dec 27 2016 02:32:05 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = madeyemi, IP = 10.3.10.33, Session disconnected. Session type = IPsec, Duration = 9h:6m:15s, Bytes xmt: 18448660, Bytes rcv: 756807, Reason: Connection Lost
Dec 27 2016 02:43:57 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = moh, IP = 10.1.10.211, Session disconnected. Session type = IKE, Duration = 9h:15m:7s, Bytes xmt: 6926721, Bytes rcv: 577660, Reason: Connection Lost
Dec 27 2016 11:17:31 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tzielinski, IP = 10.3.10.51, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 11:20:47 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rjayaraman, IP = 10.3.10.1, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 14:43:32 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jcappelletti, IP = 10.1.10.111, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 14:45:58 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.252, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 16:22:44 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = hsham, IP = 10.1.10.231, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 16:39:22 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = sflaemmchen, IP = 10.1.10.201, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 16:40:23 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cfarrell, IP = 10.1.10.107, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 16:41:52 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kosullivan, IP = 10.2.10.51, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 16:53:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = syoungin, IP = 10.1.10.241, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 17:0:6 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cganttchart, IP = 10.1.10.31, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 17:1:18 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = basselin, IP = 10.1.10.172, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 17:10:10 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = yschonegge, IP = 10.1.10.209, Session connected. Session type = TPsecOverNatT, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 17:11:32 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = djohnson, IP = 10.3.10.180, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 17:24:59 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = pdabbeville, IP = 10.1.10.52, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 17:26:53 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = fyards, IP = 10.1.10.107, Session connected. Session type = IPsec, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 17:41:14 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = spahkthecah, IP = 10.1.10.230, Session connected. Session type = SSL, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 19:3:22 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = ptoscani, IP = 10.1.10.38, Session connected. Session type = IKE, Duration = 0h:0m:0s, Bytes xmt: 0, Bytes rcv: 0, Reason: User Requested
Dec 27 2016 20:07:28 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = tzielinski, IP = 10.3.10.51, Session disconnected. Session type = IKE, Duration = 8h:49m:38s, Bytes xmt: 16320972, Bytes rcv: 859565, Reason: Connection Lost
Dec 27 2016 20:21:06 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = rjayaraman, IP = 10.3.10.1, Session disconnected. Session type = IKE, Duration = 9h:0m:16s, Bytes xmt: 7878318, Bytes rcv: 1083621, Reason: Connection Lost
Dec 27 2016 23:12:42 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = jcappelletti, IP = 10.1.10.111, Session disconnected. Session type = SSL, Duration = 8h:28m:52s, Bytes xmt: 1174236, Bytes rcv: 27210, Reason: Connection Lost
Dec 27 2016 22:48:37 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = blu, IP = 10.1.10.252, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:2m:47s, Bytes xmt: 19432002, Bytes rcv: 2155798, Reason: Connection Lost
Dec 28 2016 00:59:24 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = hsham, IP = 10.1.10.231, Session disconnected. Session type = SSL, Duration = 8h:36m:34s, Bytes xmt: 8753245, Bytes rcv: 1619067, Reason: Connection Lost
Dec 28 2016 01:35:16 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = sflaemmchen, IP = 10.1.10.201, Session disconnected. Session type = IKE, Duration = 8h:55m:26s, Bytes xmt: 18135646, Bytes rcv: 2288294, Reason: Connection Lost
Dec 28 2016 01:09:08 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cfarrell, IP = 10.1.10.107, Session disconnected. Session type = IPsec, Duration = 8h:28m:18s, Bytes xmt: 23743184, Bytes rcv: 3556044, Reason: Connection Lost
Dec 28 2016 01:00:04 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = kosullivan, IP = 10.2.10.51, Session disconnected. Session type = TPsecOverNatT, Duration = 8h:18m:14s, Bytes xmt: 23604887, Bytes rcv: 2820876, Reason: Connection Lost
Dec 28 2016 02:52:57 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = syoungin, IP = 10.1.10.241, Session disconnected. Session type = IPsec, Duration = 9h:59m:7s, Bytes xmt: 16919415, Bytes rcv: 1842075, Reason: Connection Lost
Dec 28 2016 02:39:39 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = cganttchart, IP = 10.1.10.31, Session disconnected. Session type = IKE, Duration = 9h:38m:49s, Bytes xmt: 6368861, Bytes rcv: 998500, Reason: Connection Lost
Dec 28 2016 02:29:40 awesome-vpn.buttercupgames.com %ASA-4-113019: Group = buttercupgames Username = basselin, IP = 10.1.10.172, Session disconnected. Session type = IKE, Duration = 9h:27m:50s, Bytes xmt: 9612573, Bytes rcv: 527548, Reason: Connection Lost
